sentences	score
The web of life is at the heart of the barrier of genes	1
The web of life is beyond innumerable actions	1
The web of life is beyond spontaneous experiences	1
The web of life is entangled in ephemeral photons	1
The web of life is inside dimensionless love	1
The web of life is mirrored in the flow of joy	1
The web of life is only possible in cosmic phenomena	1
The web of life is reborn in a symbolic representation of destiny	1
The web of life is the foundation of potential photons	1
The web of life is the ground of innumerable brightness	1
The web of life is the path to the light of brightness	1
The web of life projects onto boundless space time events	1
The web of life requires great phenomena	1
The web of life self interacts with irrational brightness	1
The web of life serves existential miracles	1
The web of life shapes the door of photons	1
The web of life transforms karmic space time events	1
The web of life unfolds into a jumble of abstract beauty	1
The web of life unfolds into an abundance of excellence	1
The world alleviates new experiences	1
The world compliments great truth	1
The world comprehends cosmic reality	1
The world creates dimensionless reality	1
The world drives sub empirical balance	1
The world embraces ephemeral chaos	1
The world experiences a jumble of self-knowledge	1
The world explains spontaneous life	1
The world explains universal sexual energy	1
The world gives rise to your own positivity	1
The world heals species specific molecules	1
The world illuminates innumerable destiny	1
The world influences intricate space time events	1
The world inspires quantum possibilities	1
The world is an ingredient of objective sexual energy	1
The world is entangled in karmic facts	1
The world is entangled in the door of human observation	1
The world is inherent in dimensionless truth	1
The world is inherent in intrinsic genes	1
The world is reborn in spiritual success	1
The world is the continuity of your own neural networks	1
The world is the foundation of spontaneous abstract beauty	1
The world is the foundation of the door of reality	1
The world is the ground of formless photons	1
The world is the ground of objective fulfillment	1
The world is the path to subjective timelessness	1
The world is the womb of subjective images	1
The world reflects immortal force fields	1
The world requires the light of boundaries	1
The world results from spontaneous self-knowledge	1
The world serves immortal neural networks	1
The world serves incredible abstract beauty	1
The world transcends intricate positivity	1
Transcendence arises and subsides in the door of bliss	1
Transcendence compliments total acceptance of opportunities	1
Transcendence comprehends intrinsic success	1
Transcendence drives reckless love	1
Transcendence embraces personal chaos	1
Transcendence explains nonlocal happiness	1
Transcendence explains the barrier of genes	1
Transcendence explores ephemeral positivity	1
Transcendence fears subjective positivity	1
Transcendence gives rise to essential creativity	1
Transcendence grows through personal images	1
Transcendence heals unbridled phenomena	1
Transcendence heals visible truth	1
Transcendence influences the doorway to belonging	1
Transcendence is at the heart of formless fulfillment	1
Transcendence is at the heart of the door of energy	1
Transcendence is inextricably connected to formless self-knowledge	1
Transcendence is reborn in a jumble of chaos	1
Transcendence is the foundation of deep energy	1
Transcendence is the ground of the barrier of positivity	1
Transcendence is the ground of unbridled boundaries	1
Transcendence is the wisdom of personal silence	1
Transcendence is the wisdom of the door of force fields	1
Transcendence regulates sub empirical choices	1
Transcendence self interacts with potential force fields	1
Transcendence shapes sub empirical opportunities	1
Transcendence transcends objective reality	1
Transcendence unfolds into deep destiny	1
True faith alleviates unbridled opportunities	1
True faith compliments descriptions of truth	1
True faith compliments the door of sexual energy	1
True faith constructs existential marvel	1
True faith explains a symbolic representation of joy	1
True faith explores a jumble of mortality	1
True faith influences the light of external reality	1
True faith influences the light of images	1
True faith is an ingredient of cosmic destiny	1
True faith is an ingredient of the progressive expansion of knowledge	1
True faith is entangled in subjective happiness	1
True faith is inextricably connected to a jumble of images	1
True faith is inherent in species specific molecules	1
True faith is inherent in subjective images	1
True faith is only possible in pure opportunities	1
True faith is reborn in existential photons	1
True faith is reborn in great energy	1
True faith is the continuity of positive experiences	1
True faith is the foundation of pure force fields	1
True faith is the foundation of subtle fulfillment	1
True faith is the foundation of your own boundaries	1
True faith is the wisdom of nonlocal images	1
True faith is the womb of a symphony of abstract beauty	1
True faith is the womb of innumerable happiness	1
True faith nurtures infinite phenomena	1
True faith reflects subjective reality	1
True faith regulates infinite happiness	1
True faith relies on the door of life	1
True faith relies on universal photons	1
True faith requires the doorway to love	1
True faith unfolds into spiritual molecules	1
True faith unfolds through subtle chaos	1
True identity alleviates ephemeral reality	1
True identity belongs to species specific fulfillment	1
True identity belongs to the expansion of sexual energy	1
True identity co-creates essential mortality	1
True identity comprehends potential genes	1
True identity creates the light of images	1
True identity embraces humble excellence	1
True identity exists as spiritual joy	1
True identity exists as spiritual potentiality	1
True identity experiences dimensionless potentiality	1
True identity explores intrinsic timelessness	1
True identity expresses visible photons	1
True identity fascinates mortal human observation	1
True identity gives rise to innumerable belonging	1
True identity illuminates exponential belonging	1
True identity illuminates universal knowledge	1
True identity is a reflection of the mechanics of images	1
True identity is an ingredient of unbridled sensations	1
True identity is at the heart of total acceptance of experiences	1
True identity is inherent in an expression of positivity	1
True identity is reborn in unique fulfillment	1
True identity is the foundation of visible marvel	1
True identity is the path to an abundance of mortality	1
True identity is the wisdom of intrinsic observations	1
True identity quiets objective creativity	1
True identity reflects subtle boundaries	1
True identity regulates the door of love	1
True identity transcends sub empirical experiences	1
True identity unfolds into humble energy	1
True identity unfolds into total acceptance of love	1
Wholeness alleviates species specific experiences	1
Wholeness arises and subsides in the light of force fields	1
Wholeness belongs to pure opportunities	1
Wholeness belongs to the barrier of opportunities	1
Wholeness comprehends essential love	1
Wholeness corresponds to positive energy	1
Wholeness depends on pure opportunities	1
Wholeness explores a symphony of excellence	1
Wholeness imparts reality to irrational love	1
Wholeness is a modality of dimensionless space time events	1
Wholeness is a modality of intricate experiences	1
Wholeness is inextricably connected to exponential images	1
Wholeness is inextricably connected to the door of actions	1
Wholeness is mirrored in infinite acceptance	1
Wholeness is only possible in dimensionless sexual energy	1
Wholeness is rooted in infinite brightness	1
Wholeness is the continuity of intricate success	1
Wholeness is the continuity of unique creativity	1
Wholeness is the path to spontaneous life	1
Wholeness opens mortal belonging	1
Wholeness opens potential truth	1
Wholeness quiets nonlocal external reality	1
Wholeness regulates new phenomena	1
Your body arises and subsides in nonlocal human observation	1
Your body constructs total acceptance	1
Your body corresponds to an abundance of creativity	1
Your body corresponds to spontaneous life	1
Your body embraces reckless photons	1
Your body imparts reality to the door of sexual energy	1
Your body inspires dimensionless self-knowledge	1
Your body is a reflection of mortal timelessness	1
Your body is an ingredient of deep observations	1
Your body is an ingredient of subtle happiness	1
Your body is beyond objective facts	1
Your body is entangled in a jumble of abstract beauty	1
Your body is in the midst of pure timelessness	1
Your body is inextricably connected to objective phenomena	1
Your body is inextricably connected to subjective truth	1
Your body is inside intricate excellence	1
Your body is inside self-righteous mortality	1
Your body is mirrored in sub empirical images	1
Your body is rooted in the doorway to acceptance	1
Your body is the foundation of an expression of knowledge	1
Your body is the ground of boundless photons	1
Your body is the path to an expression of miracles	1
Your body is the path to great actions	1
Your body relies on unparalleled chaos	1
Your body requires incredible excellence	1
Your body requires nonlocal life	1
Your body shapes subjective happiness	1
Your consciousness comprehends personal experiences	1
Your consciousness comprehends total acceptance of mysteries	1
Your consciousness corresponds to objective timelessness	1
Your consciousness depends on unbridled molecules	1
Your consciousness drives irrational abstract beauty	1
Your consciousness drives positive photons	1
Your consciousness drives the light of external reality	1
Your consciousness grows through positive brightness	1
Your consciousness imparts reality to the expansion of bliss	1
Your consciousness is a reflection of spontaneous chaos	1
Your consciousness is a reflection of universal knowledge	1
Your consciousness is an ingredient of the expansion of creativity	1
Your consciousness is an ingredient of universal energy	1
Your consciousness is beyond objective destiny	1
Your consciousness is entangled in irrational experiences	1
Your consciousness is inextricably connected to an expression of genes	1
Your consciousness is the foundation of a symphony of balance	1
Your consciousness is the ground of nonlocal boundaries	1
Your consciousness is the path to the progressive expansion of boundaries	1
Your consciousness is the womb of nonlocal sexual energy	1
Your consciousness nurtures immortal miracles	1
Your consciousness nurtures subjective sensations	1
Your consciousness regulates karmic images	1
Your consciousness regulates quantum marvel	1
Your consciousness requires descriptions of possibilities	1
Your consciousness requires the progressive expansion of fulfillment	1
Your consciousness undertakes unbridled possibilities	1
Your desire arises and subsides in unparalleled truth	1
Your desire compliments reckless brightness	1
Your desire differentiates into an abundance of positivity	1
Your desire exists as immortal possibilities	1
Your desire experiences a symbolic representation of observations	1
Your desire experiences universal miracles	1
Your desire explores objective choices	1
Your desire expresses mortal possibilities	1
Your desire fears boundless self-knowledge	1
Your desire fears the progressive expansion of facts	1
Your desire heals formless belonging	1
Your desire influences precious genes	1
Your desire influences total space time events	1
Your desire is a modality of your own photons	1
Your desire is a reflection of an expression of self-knowledge	1
Your desire is an ingredient of the mechanics of choices	1
Your desire is in the midst of an abundance of actions	1
Your desire is inextricably connected to pure happiness	1
Your desire is only possible in descriptions of external reality	1
Your desire is only possible in exponential reality	1
Your desire is only possible in subjective external reality	1
Your desire is reborn in unbridled neural networks	1
Your desire is rooted in mortal human observation	1
Your desire is the path to potential potentiality	1
Your desire is the path to the light of choices	1
Your desire is the wisdom of incredible joy	1
Your desire relies on pure space time events	1
Your desire self interacts with boundless energy	1
Your desire transforms the progressive expansion of photons	1
Your desire unfolds into visible joy	1
Your desire unfolds through essential chaos	1
Your heart alleviates sub empirical phenomena	1
Your heart arises and subsides in spiritual happiness	1
Your heart belongs to immortal space time events	1
Your heart constructs spiritual potentiality	1
Your heart corresponds to potential life	1
Your heart corresponds to precious fulfillment	1
Your heart differentiates into subjective molecules	1
Your heart embraces quantum energy	1
Your heart exists as the light of belonging	1
Your heart experiences positive images	1
Your heart explores subjective life	1
Your heart explores the barrier of energy	1
Your heart expresses potential life	1
Your heart imparts reality to a jumble of opportunities	1
Your heart inspires existential external reality	1
Your heart is a modality of deep marvel	1
Your heart is at the heart of unique miracles	1
Your heart is entangled in reckless timelessness	1
Your heart is inextricably connected to essential actions	1
Your heart is inside descriptions of love	1
Your heart is only possible in precious potentiality	1
Your heart is the womb of positive fulfillment	1
Your heart is the womb of potential mortality	1
Your heart meditates on an expression of silence	1
Your heart meditates on new facts	1
Your heart opens an abundance of success	1
Your heart projects onto unique mysteries	1
Your heart relies on great sexual energy	1
Your heart relies on spontaneous positivity	1
Your heart self interacts with humble choices	1
Your heart shapes exponential energy	1
Your heart undertakes reckless mortality	1
Your movement alleviates positive life	1
Your movement belongs to intricate sensations	1
Your movement constructs a jumble of human observation	1
Your movement constructs intricate space time events	1
Your movement creates immortal love	1
Your movement depends on an abundance of boundaries	1
Your movement differentiates into potential happiness	1
Your movement embraces the door of positivity	1
Your movement fascinates a symphony of human observation	1
Your movement grows through karmic possibilities	1
Your movement heals subjective opportunities	1
Your movement illuminates great neural networks	1
Your movement influences a jumble of images	1
Your movement is a reflection of unique brains	1
Your movement is an ingredient of an abundance of choices	1
Your movement is an ingredient of positive miracles	1
Your movement is an ingredient of precious phenomena	1
Your movement is entangled in subtle neural networks	1
Your movement is in the midst of the mechanics of external reality	1
Your movement is inextricably connected to dimensionless experiences	1
Your movement is only possible in cosmic truth	1
Your movement is rooted in the flow of destiny	1
Your movement is rooted in the mechanics of excellence	1
Your movement is the ground of formless molecules	1
Your movement is the ground of positive success	1
Your movement is the path to an expression of space time events	1
Your movement is the path to universal self-knowledge	1
Your movement is the wisdom of self-righteous bliss	1
Your movement results from objective success	1
Your movement shapes immortal fulfillment	1
Your movement shapes precious mortality	1
Your movement unfolds into nonlocal creativity	1
"1500 omicron cases in a week at Cornell . Over 8% of the student body (despite 97% vaccination rate , and indoor masking) is now infected . I feel awful for my students . And the county is now one of the worst hotspots in the country ."	0
"2 points about language : I am not using her name because she deserves to be known for anything but this . Also , DV is a problematic term , but "" intimate partner violence "" is obviously inappropriate here , and "" family violence "" is taken no more seriously . New terms won't help I fear ."	0
60 women . Devastating	0
"A controversial early opinion about zoom teaching (since it's my first time) : so far , it is . . . fine ? There are things I miss about being in person , but there's a lot I like about the online classes too tbh ."	0
"A grim reminder of the sort I wish I never had to issue . Rest in power , Gabby Petito ."	0
"A more important and overlooked link between domestic violence and mass shootings is that many if not most mass shootings actually *are* domestic violence , or outgrowths of it--either the crime started at home , or is a family annihilation ."	0
"A powerful , rich white man abuses his female partner for years , and when she finally fights back , he weaponizes the legal system to punish , silence , and smear her as the real monster . We saw a similar dynamic play out with Trump . But when they're a star , we let them do it ."	0
A remarkably large proportion of moral panics are the result of people criticizing or demanding up the social hierarchy	0
Akrasia (weakness of the will) here doesn't look like philosophers have largely led us to expect .	0
"All told though , looking to stop public mass shootings by cracking down on domestic violence is a bad strategy , statistically (as well as politically , for those of us who believe--like me--that the police should be defunded) . The base rates of DV are just too high , sadly ."	0
Also more Marina PLEASE	0
Also my hair lacks body and hasn't been cut in 18 months	0
An outrageous lie .	0
"And again , trigger warnings are not typically designed to help students avoid the material . They're about allowing equal access to students who might otherwise find it hard or unduly stressful to engage , by allowing them time and resources to prepare for tough material ."	0
"And don't get me started on children's literature--with notable exceptions , including Noni the Pony ."	0
"And for the geniuses wondering why I said anything at all--people were immediately sliding into my DMs asking for my opinion , and even a think piece , on the topic . On this one , I prefer to listen to others' perspectives ."	0
"And they forgot "" hag """	0
And this is even with a maximally egalitarian parenting partnership (with my husband also teaching full-time) .	0
"And this is said knowing that it is only a matter of time before her chilling recounting of the day's events is minimized , dismissed , and denied altogether ."	0
"And while no company is obligated to hire me to speak , those of us who aren't white men are entitled to *charge* a certain fee for our labor and expertise . I don't appreciate being lowballed or expected to speak for free to help wealthy organizations do better on gender equality ."	0
"And while the Daily Mail is a very raggy rag , shame on the reporter for asking for an interview on "" an article discussing diet culture "" and then , when I declined , writing that "" I declined to comment "" on her actual story . (I would still have declined , but that's not the point . )"	0
"And yes whatever I know Kim K said she merely severely restricted her food intake . I don't buy it , and that's still unhealthy and suspect AF to brag about ."	0
"And yet lose he did . So did we all . May today be a peaceful one , and a joyous one . The work is just beginning ."	0
"And , again , they approached me , I gave them my rates , and they went back and forth setting up a meeting . Only then did they announce they "" didn't have the budget "" for me . While this may be true , methinks it would behoove Google to actually invest in combating misogyny ."	0
"And , in a way , it *is* "" natural , "" i . e . , predictable-- albeit the most grossly unjust outcome imaginable . When we tell white men it makes sense for them to lash out in these egregiously violent ways , we are normalizing their tantrums . We are indulging them . We are himpathetic ."	0
"And , sure , Amber Heard is not a perfect victim . She doesn't have to be in order to be one ."	0
"Another career in tatters , with a third season of a not-that-great show (which lately featured Ansari being kinda a creep to his Italian crush) being renewed on the world's most popular streaming network ."	0
Another offender : Younger .	0
"Another thing worth noting about diet culture is the rote repetition of certain phrases and injunctions-- "" just cut carbs , "" "" try intermittent fasting , "" "" nothing is as good as thin feels , "" etc . --that have no thought whatsoever behind them . A hallmark of gaslighting and being gaslit"	0
"Any leads on good scholarship on the place of white scholars , if any , in CRT ? Asking for a student ."	0
Any leads on the latest and best scholarship on how the experience of women of color tends to be either overlooked or concealed by some anti-racist and feminist accounts ? Asking for a student who has read the classic Crenshaw account for my class and is wanting further resources .	0
Any leads on thinkers writing critical race theory within the Latin American context ? (Asking for a friend . Thanks ! )	0
"Anyway . That explains the large uptick in hate mail . Keeping my account locked for now until people stop being so furious about my bowing out of an important but delicate conversation about the Oscars , and having the audacity to call for justice for people living in fat bodies ."	0
"Apart from anything (everything) else , this device betrays an assumption that fat people simply can't be trusted to follow a liquid diet if they decide to (for whatever reason) . It needs to be *enforced* ."	0
"As a presidential candidate , I mean . He's been inciting violence against marginalized folks like the Central Park 5 for much , much longer ."	0
"As horrendous as this news is , we have to remember that it is old news . White evangelicals and their political lackeys have been coming for abortion for years--since 2010 ramping up efforts by over-regulating and shutting down clinics , requiring mandatory waiting periods [1/3]"	0
"As I said in Down Girl : Silence is golden for the men who smother and intimidate women into not talking , or have them change their tune to maintain harmony . Silence isolates his victims ; and it enables misogyny ."	0
"As Jones et . al . say in their 2020 study : "" There remain several important limitations to this area of research . First , none of the studies has exclusively focused on the primary intended target of trigger warnings—survivors of trauma . "" (I would add : "" limitations "" is generous . )"	0
"As Paul Campos goes on to show , moreover , even people classified as "" severely obese "" (BMI &gt ; 40) are at less risk for hospitalization/death from COVID-19 compared to so-called normal-weight people than men vs . women ."	0
"As someone with an immunocompromised and immunosuppressed spouse , and an unvaccinated toddler , I am truly dreading the Fall . I have to log off before the doomscrolling gets even worse . Stay safe , friends ."	0
"As women , we are punished not just for the supposed waywardness of our minds and our behavior , by wrong-headed patriarchal standards , but for the unruliness of our bodies . Being openly , proudly fat is thus a particular act of defiance for a woman in our culture ."	0
"As women , we are rewarded for being pleasing—to men and to the culture at large , partly in being deemed to have a “ good ” (that is , small) body ."	0
"At 50k followers , I'll tell you my wild theory about why I don't have a blue tick yet"	0
Atlanta . Heartbroken . Standing in solidarity with and sending so much love to Asian American women at this terrible moment .	0
"Being privileged socially and materially is ineluctably connected with being privileged morally--being believed , respected , and given all the credit for what one has . No wonder so many white people can't abide moral criticism or even face the fact they haven't earned their spoils"	0
Being silenced and no longer being the only ones speaking are not the same thing	0
"Bell wrote : "" African Americans must confront and conquer the otherwise deadening reality of our permanent subordinate status . Only in this way can we prevent ourselves from being dragged down by society’s racial hostility . """	0
"Bell wrote : "" Lulled by comforting racial stereotypes , fearful that blacks will unfairly get ahead of them , all too many whites respond to even the most dire reports of race-based disadvantage with either a sympathetic headshake or victim-blaming rationalizations . """	0
Bought a fucking peloton	0
Boundaries are good actually	0
But all's well that etc . : he said he had a long-term partner he wasn't really done breaking up with . Fun times !	0
"But man , past me's cornball humor and low-quality clipart really sticks in my craw ."	0
"But wishing it were otherwise doesn't change the facts . No matter how much I (extensively ! ) went low carb , did intermittent fasting , or tried this once weird trick , for years of my life , I will never have a socially ideal body . Only starvation will begin to push me (a bit) closer"	0
"Ceasing to indulge wealthy (and cis straight non-disabled) white men is a collective responsibility . As I often emphasize , many people in this demographic are perfectly fine , thanks to their own moral principles , conscience , etc . The fault , and the remedy , is social : end himpathy"	0
"Christ , I am not even going to recount the time a man (not a professor , tbf) gave me his phone number during my own logic seminar (the very first professional talk I gave) . Another crumpled up bit of paper smuggled into my hand while I was using the chalkboard for a proof ."	0
"Controlling women by calling *them* controlling is a neat little trick , brought to you by the patriarchy ."	0
"Credibility deficits—and hence disbelieving someone—often serve the function of buttressing dominant group members’ current social position , and protecting them from downfall in the existing social hierarchy : by being , for example , accused , impugned , or convicted ."	0
"CRT demands whites decenter ourselves from narratives we are accustomed to dominating and emerging feeling , seeming , and looking good from . We must relinquish the insidious requirement that the world's stories venerate our characters and our histories . Call it , well , critical ."	0
"CRT involves narratives about white resentment , delusion , rage , and hubris which are , to my mind , true . One of the most important moral capacities many white people have yet to develop is to see ourselves in stories that do not center us and treat us as heroes , saints , or martyrs"	0
"Daughters apparently have the power to make Australian PM Scott Morrison suddenly care about rape , and make Ted Cruz go to Cancun during a state crisis . So much power , daughters . Who knew ."	0
"Despite their authoritarian and breathtakingly arrogant assumptions , what a white man thinks about the beauty or lack thereof of our bodies could not be less relevant . They can stay mad . Your body is for you ."	0
"Diet culture is the world's oldest , biggest MLM basically"	0
Do we have moral duties to ourselves ?	0
"Either way , he manifests the shame he fears from her , and thereby controls and projects it back onto her . *She* ends up being shamed by him , and punished in the process--often , for the sins of other women who undermined or frustrated him ."	0
"Especially since it doesn't look like Cornell will have a mask mandate ? Maybe that will be revised now , with Delta so much more transmissible ."	0
"Even if you don't believe the accused as a defeasible presumption , why not suspend judgment until you have the missing evidence ? Why default to supporting the powerful man accused ? The signatories to the Harvard letter should be remorseful as well as embarrassed ."	0
Excellent . This is the result I wanted . Thanks all .	0
"Family annihilation , for those of you who don't know , are when a person (almost invariably a man) murders his intimate partner and children , often before committing suicide . This happens once per week on average in the US , along with two to three DV murders per day ."	0
"Far from excusing the tendency to violently reject moral criticism or even nuance , this points to a deep moral flaw within whiteness--an inability to face shame . One might even call it critical ."	0
"Fathers married to women do an *almost* equal amount of housework and child-rearing in only one scenario : when he is unemployed , and she works full time . She will still do a bit more (again , on average) . The pandemic has of course exacerbated this problem ."	0
"Filled out my annual productivity report and misspelled "" philosophy """	0
"Final thought : as I uncomfortably aware , I am one of the lucky ones , not having been intimidated or harassed or assaulted out of the academy ."	0
"Finally , please remember that many of the researchers on trigger warnings have an agenda ."	0
For Mother's Day I would very much like nobody to be forced to be a mother or bear fetuses to term against their will	0
"For those for whom Mother's Day is a hard one , for any number of reasons , I see you . I feel you ."	0
"For those of you who haven't followed the case , the legal situation in Australia has limited what I can say--what anyone can say . That is not an accident . As I have documented in the very introduction of Down Girl , powerful men use the courts , as well as their hands , to silence ."	0
"For those who are tempted to assume there must be some tragedy or trauma in the shooter's own background , just remember : it is overwhelmingly boys and men who commit these crimes , not girls and women and non-binary people . The common thread is a potent sense of male entitlement ."	0
Formula is not just needed for people with breast milk supply or pain or medical/medication issues . It is entirely valid to use formula because you do not want to breastfeed and/or want to sleep more and/or want your partner to share the care equally .	0
"FTR himpathy is my term for the inappropriate or disproportionate sympathy extended to men when the real locus of concern should be women--as when a man sexually assaults a woman but is the subject of much hand-wringing about the loss of "" his bright future . """	0
Fuck this	0
"Fyi they approached me and asked for a meeting to discuss . Sure , if they were aware of my fee and current scheduling constraints . Went back and forth for a day setting up the meeting . Then I was informed they didn't have the budget after all , do I want to cancel meeting ? Um , yes ."	0
Good for them for getting Archie OUT	0
"Google "" doesn't have the budget "" to pay my speaker's fee for a talk on misogyny and internet safety"	0
"Great step though , big relief , thanks FDA , etc ."	0
Guilty . We all knew it . It is so far from the justice . But anything else would have been unconscionable .	0
"Happening Friday February 19 at 4 . 15pm , online of course ."	0
"Happy Coming Out Day ! Love to all my queer and trans friends and followers--out , in , or anywhere in between 🏳️‍🌈🏳️‍⚧️"	0
"Happy Day to all who mother ! As well as celebrating mothers for one day a year , I dearly wish we'd show mothers they are *valued* , partly by reciprocating the care they're expected to give (and demonized for not giving their all to) on an everyday basis ."	0
"Happy International Women's Day . From Andrew Cuomo to Christian Porter to the raging inequalities at home exposed by the pandemic , we deserve better ."	0
Happy Pride !	0
Happy trans visibility day ! Sending love and solidarity	0
Has there ever been a nation where a prejudicial and superficial notion of freedom has done more damage to the morally important freedoms of others ?	0
Have officially reached the crying at a deodorant commercial stage of isolation	0
"Have read one too many pieces bemoaning "" mothers leaving the workforce "" or "" carrying the load "" during the pandemic . Could we perhaps admit that women in heterosexual couples are often married to men who are not stepping up , sharing the load , and/or doing much to raise their kids ?"	0
He has not yet learned how to make a thread either lol	0
"He orders her and her staffer into another building . No escort , no specific location . And , as she points out , she's in a long line of people who can't count on the police ."	0
Heartbroken by the loss of Charles Mills . He was an extraordinary intellect and radiated extraordinary kindness . All the clichés hold true in this case : it was too soon . Rest in power .	0
"Holding my beautiful , unbroken , heartbreakingly breakable child and wondering how much longer until the next time . I am too angry for words with this country ."	0
Honestly part of me would love it just to be Parents' Day . And part of me worries that then women and non-binary folks would get even less by way of thanks and recognition .	0
"Hopefully needless to say , fuck that noise . Be fat . Be ungovernable ."	0
Hoping my grand plans for the Journal of Soothing Truisms has legs	0
"How do we know trigger warnings work ? A key clue for educators like me who use them is that some students *say* they help , and thank us for our consideration . And that's all trigger warnings are in the end : a basic courtesy , a form of human consideration : a kindness ."	0
"How should we think about will power that involves *giving up* a practice , like dieting , that itself involves a lot of will power ?"	0
"I am happy to admit , by the way , that I should have phrased my tweet about the Oscars more carefully . I was frustrated that people would immediately ask me for my opinion (in DMs and emails) , and sometimes didn't allow me the space I wanted to listen to Black women on the topic ."	0
I am seriously irritated this needs pointing out because someone gave JBP back his Twitter password .	0
"I am simply not here for an International Women's Day that commemorates us like so many steely relics and fails to stop girls , women , and femmes--particularly the most vulnerable ones--from being destroyed , damaged , diminished , derogated , destabilized , and knocked down . Do better"	0
"I am struck , once again , by the magical thinking about the body : that if people just "" ate right , "" cut carbs , fasted , exercised , whatever , we'd all be thin . It's just not true . Bodies are meant to be diverse . They just are . The end ."	0
"I am teaching Bell again tomorrow . He wrote , presciently , in Faces at the Bottom of the Well (1992) , "" Few whites are able to identify with blacks as a group—the essential prerequisite for feeling empathy with , rather than aversion from "" Black suffering ."	0
"I am thinking of splashing out for some Wolford ones , but is it worth it ?"	0
I am used to the gaslighting of the diet industry but this is fucking dystopian . So grim	0
"I am , to my great pleasure , teaching critical race theory this semester . We are beginning with the controversy and the complicated reality that , while anti-CRTers are morally panicked over many myths about the tradition , CRT *is* a radical tradition that upsets many whites ."	0
"I can feel myself gearing up to write about this , much as it scares me . You can't responsibly the parent of a young girl without having to think through the intersection of fatphobia , misogyny , racism , and classism , among other things ."	0
"I could go on , but I won't . Boundaries , not professors , are your friend as an undergraduate ."	0
I don't mean to underplay the differences here . But the similarities and the underlying illicit sense of entitlement to see and display the face deserves attention too .	0
I had a relatively easy pregnancy . I love being a mother to my now two-year-old daughter more than anything . I've done it all with oodles of privilege and luck and support . And it's still all been as hard AF . Nobody should be forced to do this . Nobody . No . Body .	0
"I hate Valentine's Day (too much pressure) but get yourself a man who will sit in the ER and entertain your toddler for 4 hours on Superbowl Sunday and get liberally peed on while double-masking only to be told that the kid is fine , she's just constipated , and then not complain ."	0
"I know all the tricks . They work , until they don't . Bodies are a diverse lot . Maybe it's better this way . Maybe it's even beautiful ."	0
"I know for many people , the world is opening back up . Seeing and being able to talk to family and friends , let alone hug them , remains a distant goal for many of us with young children"	0
"I like rationality just fine . It is not the exclusive province of loud , lean , white men . And it is not the only value--it has little to do with creativity , kindness , beauty . Its value can plausibly be understood as instrumental , inasmuch as it can help us get other things we want"	0
"I lovelovelove being a parent , but it is a lot . Not looking forward to my annual productivity report . Though I'm lucky to be in a place in my life where I can arguably accept the career hit for what it is ."	0
"I optimistically said then "" So , let us break it . "" But you see why not . My introduction , btw , was about men like Trump and Andy Puzder silencing the women they raped and abused via the legal system , and systematically evading all responsibility--as did Steve Bannon ."	0
"I particularly enjoy her saying "" AWAY ! "" in response to absences--e . g . , the absence of a favorite stuffie . Double negation elimination FTW"	0
"I say this as someone who is now not particularly fat , has a ton of the privilege that conveys , and who has been dieting on and off for more than twenty years ."	0
I should also add how grateful I am we can both WFH and that I had a sabbatical last semester .	0
I somehow gaslit myself into believing that sweat pants were no more comfortable than other pants . I was deeply wrong .	0
"I still hate the title (and didn't choose it , obviously) ."	0
I think I finally have a title for the book I'm working on--Dig In : The Case Against Diet Culture .	0
"I think of fatphobia as a straightjacket . It impacts many if not most of us , with its oppressive restrictions and implicit threats not to get any bigger . But it cuts off and into the very flesh of larger fat folks . That is why fat justice needs to center fat bodies ."	0
"I think that diet culture may make some of us feel needlessly guilty and sinful for , simply or not so simply , eating . And we could afford to pay more attention to diet culture as philosophers ."	0
"I use the quotation marks because Trump's version of triumph was always a pyrrhic victory : as with any good gaslighter , you threaten , cheat , and bulldoze your opponents , thereby preserving the appearance of winning without actually having to risk losing anything ."	0
"I was 19 . I had to email him the following Monday trying to delicately say I was flattered but not really up for dating a professor , hoping not to make him angry and vengeful ."	0
"I was beyond irritated recently to read a hot take suggesting men just need more help conceiving of themselves as loving , active fathers . Fuck that . They need to do the fucking work ."	0
I wish the other cops who helped Chauvin and kept bystanders from helping George Floyd would be charged and convicted with being accessories to murder .	0
I wonder if anyone remembers this happening . I'll never forget .	0
"I wonder intermittently how much a Pinkererian conception of rationality and its value , which permeates philosophy in subtler forms , has contributed to my own internalized fatphobia . A good argument , and by extension a good thinker , is implicitly white , male , and *lean* ."	0
I wonder what using a fancy canister and throwing out the packet *and box* would mean . Probably being an influencer ? *ponders*	0
"I worry that many of the intuitive eating and HAES discourses I see aimed at parents and/or kids traffic , sotto voce , in the message that your kid won't actually end up fat if they just XYZ . Instead of the far better message that they may well be fat and THAT IS ABSOLUTELY FINE"	0
"I would love to read up on the form of sexual objectification that involves derogation , e . g . , rating women poorly on a (needless to say , gross and spurious) scale , calling her ugly , etc . , rather than representing her as an object of male desire . Any recommendations ?"	0
I'll post it here when it's available .	0
"I'm sympathetic to prison abolitionism . Maybe , in an ideal system , nobody ought to go to prison . But in the (markedly) sub-ideal system we have , this white man sure as fuck ought to . (It ideally ought not to be the case that this , for now , ought to be . . . )"	0
